Ciudad;Lugar;Cliente;Vendedor;Territorio;Socio;Ventas;Cantidad;Producto;Fecha;Precio_Unitario;Nivel_Venta
Arequipa;Peru;RIMAC Corp;Victor;Norte;John;239942;29;Electrodomesticos;01/07/2015;8273,862069;Alta
Arequipa;Peru;Sociedad de Mineria Nueva;Marco;Sur;Ringo;198651;21;Viajes;15/07/2015;9459,571429;Media
Arequipa;Peru;Ferrocarriles Centrales;Nora;Sur;Ringo;248774;26;Accesorios;01/07/2015;9568,230769;Alta
Arequipa;Peru;Tiendas Wang;Marco;Sur;Ringo;179447;32;Accesorios;01/07/2015;5607,71875;Media
Arequipa;Peru;Tiendas Wang;Marco;Sur;Ringo;72960;36;Accesorios;01/07/2015;2026,666667;Bajo
Arequipa;Peru;TEXFINA S.A.;Nora;Sur;Ringo;109064;16;Electrodomesticos;31/07/2015;6816,5;Media
Arequipa;Peru;Americana de Contactos;Victor;Norte;George;164976;36;Accesorios;24/07/2015;4582,666667;Media
Arequipa;Peru;Sociedad de Mineria Nueva;Marco;Sur;Ringo;233246;17;Accesorios;31/07/2015;13720,35294;Alta
Arequipa;Peru;Banco Egipcio Nacional;Maria;Norte;Paul;183123;16;Electrodomesticos;01/07/2015;11445,1875;Media
Arequipa;Peru;Banco Egipcio Nacional;Maria;Norte;Paul;170518;32;Accesorios;01/07/2015;5328,6875;Media
Arequipa;Peru;Banco Egipcio Nacional;Javier;Norte;Paul;79375;25;Accesorios;01/07/2015;3175;Bajo
Arequipa;Peru;Banco Egipcio Nacional;Javier;Norte;Paul;91631;26;Juguetes;01/07/2015;3524,269231;Bajo
Arequipa;Peru;Banco Egipcio Nacional;Javier;Norte;Paul;197505;29;Accesorios;01/07/2015;6810,517241;Media
Arequipa;Peru;Hoteles Corp;Maria;Norte;Ringo;87161;17;Accesorios;17/07/2015;5127,117647;Bajo
Arequipa;Peru;Banco Egipcio Nacional;Javier;Norte;Ringo;225074;17;Juguetes;01/07/2015;13239,64706;Alta
Arequipa;Peru;Gloria;Nora;Sur;Ringo;229595;20;Juguetes;31/07/2015;11479,75;Alta
Arequipa;Peru;Servicios Generales;Victor;Norte;Ringo;230903;35;Viajes;01/07/2015;6597,228571;Alta
Arequipa;Peru;Tiendas Wang;Marco;Sur;Ringo;169458;17;Accesorios;01/07/2015;9968,117647;Media
Arequipa;Peru;Minera Hatun Exitokuna;Nora;Sur;John;162994;29;Juguetes;01/07/2015;5620,482759;Media
Arequipa;Peru;Banco Egipcio Nacional;Maria;Norte;Paul;152617;36;Accesorios;01/07/2015;4239,361111;Media
Arequipa;Peru;San Martin Inc;Maria;Norte;Ringo;201906;21;Accesorios;01/07/2015;9614,571429;Alta
Arequipa;Peru;Banco Egipcio Nacional;Javier;Norte;Ringo;138797;37;Juguetes;01/07/2015;3751,27027;Media
Arequipa;Peru;JJC Contratistas;Nora;Sur;Ringo;81100;21;Electrodomesticos;24/07/2015;3861,904762;Bajo
Arequipa;Peru;Banco Interno;Nora;Sur;Ringo;186666;40;Calzado;31/07/2015;4666,65;Media
Arequipa;Peru;Sociedad de Mineria Nueva;Marco;Sur;Ringo;101941;25;Viajes;15/07/2015;4077,64;Media
Cusco;Peru;CLINICA INTERNACIONAL S.A.;Victor;Norte;John;187411;32;Electrodomesticos;01/07/2015;5856,59375;Media
Cusco;Peru;Minera Hatun Exitokuna;Nora;Sur;John;66248;31;Calzado;01/07/2015;2137,032258;Bajo
Cusco;Peru;Minera Hatun Exitokuna;Nora;Sur;John;85849;39;Juguetes;01/07/2015;2201,25641;Bajo
Cusco;Peru;Banco Egipcio Nacional;Maria;Norte;Paul;115067;20;Accesorios;01/07/2015;5753,35;Media
Cusco;Peru;Banco Egipcio Nacional;Javier;Norte;Paul;160313;27;Juguetes;01/07/2015;5937,518519;Media
Cusco;Peru;DROKASA PERU S.A.;Nora;Sur;John;143127;27;Viajes;24/07/2015;5301;Media
Cusco;Peru;JJC Contratistas;Nora;Sur;John;130705;36;Electrodomesticos;24/07/2015;3630,694444;Media
Cusco;Peru;Gloria;Nora;Sur;Ringo;63869;23;Electrodomesticos;31/07/2015;2776,913043;Bajo
Cusco;Peru;Grupo Central;Victor;Norte;John;217999;20;Accesorios;01/07/2015;10899,95;Alta
Cusco;Peru;San Martin Inc;Maria;Norte;Ringo;112107;19;Accesorios;01/07/2015;5900,368421;Media
Cusco;Peru;IFH Peru LTD;Victor;Norte;Ringo;172580;24;Juguetes;01/07/2015;7190,833333;Media
Cusco;Peru;Neptunia, S.A.;Nora;Sur;Ringo;189121;22;Electrodomesticos;07/07/2015;8596,409091;Media
Cusco;Peru;Tiendas Wang;Marco;Sur;Ringo;205308;36;Accesorios;01/07/2015;5703;Alta
Cusco;Peru;Banco Egipcio Nacional;Maria;Norte;Paul;100256;34;Accesorios;01/07/2015;2948,705882;Media
Cusco;Peru;Hoteles Corp;Maria;Norte;Ringo;186159;31;Accesorios;17/07/2015;6005,129032;Media
Cusco;Peru;TELCO Internacional;Victor;Norte;Ringo;212582;39;Viajes;29/07/2015;5450,820513;Alta
Cusco;Peru;IFH Peru LTD;Victor;Norte;Ringo;225327;20;Juguetes;01/07/2015;11266,35;Alta
Cusco;Peru;Tiendas Wang;Marco;Sur;Ringo;237728;24;Accesorios;01/07/2015;9905,333333;Alta
Cusco;Peru;Tiendas Wang;Marco;Sur;Ringo;248799;37;Accesorios;01/07/2015;6724,297297;Alta
Cusco;Peru;Tiendas Wang;Marco;Sur;Ringo;54839;24;Accesorios;01/07/2015;2284,958333;Bajo
Cusco;Peru;Grupo Central;Victor;Norte;John;74764;36;Accesorios;01/07/2015;2076,777778;Bajo
Cusco;Peru;Minera Hatun Exitokuna;Nora;Sur;John;126342;30;Accesorios;01/07/2015;4211,4;Media
Cusco;Peru;Minera Hatun Exitokuna;Nora;Sur;John;88626;40;Juguetes;01/07/2015;2215,65;Bajo
Cusco;Peru;Banco Egipcio Nacional;Maria;Norte;Paul;105177;30;Electrodomesticos;01/07/2015;3505,9;Media
Cusco;Peru;Banco Egipcio Nacional;Javier;Norte;Paul;68975;19;Juguetes;01/07/2015;3630,263158;Bajo
Cusco;Peru;Banco Egipcio Nacional;Javier;Norte;Paul;74893;27;Juguetes;01/07/2015;2773,814815;Bajo
Cusco;Peru;Banco Egipcio Nacional;Javier;Norte;Ringo;221558;23;Juguetes;01/07/2015;9632,956522;Alta
Cusco;Peru;Banco Egipcio Nacional;Javier;Norte;Ringo;216010;18;Calzado;01/07/2015;12000,55556;Alta
Cusco;Peru;Gloria;Nora;Sur;Ringo;196310;20;Juguetes;31/07/2015;9815,5;Media
Cusco;Peru;Sociedad de Mineria Nueva;Marco;Sur;Ringo;202612;30;Electrodomesticos;31/07/2015;6753,733333;Alta
Cusco;Peru;Neptunia, S.A.;Nora;Sur;Ringo;175336;20;Electrodomesticos;07/07/2015;8766,8;Media
Cusco;Peru;Tiendas Wang;Marco;Sur;Ringo;239186;36;Juguetes;01/07/2015;6644,055556;Alta
Cusco;Peru;Tiendas Wang;Marco;Sur;Ringo;144214;32;Juguetes;01/07/2015;4506,6875;Media
Cusco;Peru;Minera Hatun Exitokuna;Nora;Sur;John;147718;20;Calzado;01/07/2015;7385,9;Media
Cusco;Peru;Banco Egipcio Nacional;Maria;Norte;Paul;145824;24;Accesorios;01/07/2015;6076;Media
Cusco;Peru;Banco Egipcio Nacional;Maria;Norte;Paul;180434;37;Electrodomesticos;01/07/2015;4876,594595;Media
Cajamarca;Peru;Banco Egipcio Nacional;Javier;Norte;Paul;198973;17;Juguetes;01/07/2015;11704,29412;Media
Cajamarca;Peru;Banco Egipcio Nacional;Javier;Norte;Paul;137715;35;Juguetes;01/07/2015;3934,714286;Media
Cajamarca;Peru;Hoteles Corp;Maria;Norte;Ringo;96022;15;Accesorios;17/07/2015;6401,466667;Bajo
Cajamarca;Peru;San Martin Inc;Maria;Norte;Ringo;206455;24;Juguetes;01/07/2015;8602,291667;Alta
Cajamarca;Peru;San Martin Inc;Maria;Norte;Ringo;197883;42;Accesorios;01/07/2015;4711,5;Media
Cajamarca;Peru;San Martin Inc;Maria;Norte;Ringo;132610;15;Electrodomesticos;01/07/2015;8840,666667;Media
Cajamarca;Peru;San Martin Inc;Maria;Norte;Ringo;83888;27;Accesorios;01/07/2015;3106,962963;Bajo
Cajamarca;Peru;Grupo Central;Victor;Norte;John;129446;34;Electrodomesticos;10/07/2015;3807,235294;Media
Cajamarca;Peru;CROSLAND LOGISTICA;Nora;Sur;Ringo;125832;31;Accesorios;31/07/2015;4059,096774;Media
Cajamarca;Peru;Ferrocarriles Centrales;Nora;Sur;John;211102;20;Electrodomesticos;01/07/2015;10555,1;Alta
Cajamarca;Peru;LUCKY S.A.C.;Rosa;Sur;Ringo;239663;21;Electrodomesticos;27/07/2015;11412,52381;Alta
Cajamarca;Peru;Tiendas Wang;Marco;Sur;Ringo;247680;33;Juguetes;01/07/2015;7505,454545;Alta
Cajamarca;Peru;Banco Egipcio Nacional;Maria;Norte;Paul;102106;17;Accesorios;01/07/2015;6006,235294;Media
Cajamarca;Peru;Banco Egipcio Nacional;Maria;Norte;Paul;125635;22;Accesorios;01/07/2015;5710,681818;Media
Cajamarca;Peru;JJC Contratistas;Nora;Sur;John;116106;33;Electrodomesticos;22/07/2015;3518,363636;Media
Cajamarca;Peru;Hoteles Corp;Maria;Norte;Ringo;224521;21;Juguetes;17/07/2015;10691,47619;Alta
Cajamarca;Peru;NGRESTAURANTS;Maria;Norte;John;111663;40;Electrodomesticos;10/07/2015;2791,575;Media
Cajamarca;Peru;Banco Egipcio Nacional;Javier;Norte;Ringo;150575;35;Calzado;01/07/2015;4302,142857;Media
Cajamarca;Peru;Tiendas Wang;Marco;Sur;Ringo;148445;41;Juguetes;01/07/2015;3620,609756;Media
Cajamarca;Peru;Tiendas Wang;Marco;Sur;Ringo;209114;40;Juguetes;01/07/2015;5227,85;Alta
Cajamarca;Peru;Grupo Central;Victor;Norte;John;139313;29;Juguetes;01/07/2015;4803,896552;Media
Cajamarca;Peru;Minera Hatun Exitokuna;Nora;Sur;John;245945;17;Accesorios;01/07/2015;14467,35294;Alta
Cajamarca;Peru;Banco Egipcio Nacional;Maria;Norte;Paul;118158;15;Accesorios;01/07/2015;7877,2;Media
Cajamarca;Peru;Lima Airport Partner;Nora;Sur;Ringo;175447;42;Juguetes;22/07/2015;4177,309524;Media
Cajamarca;Peru;Minera de Cobre Supremo;Victor;Norte;John;174086;22;Electrodomesticos;03/07/2015;7913;Media
Cajamarca;Peru;Maquillajes Unidos;Victor;Norte;Ringo;70653;38;Electrodomesticos;30/07/2015;1859,289474;Bajo
Cajamarca;Peru;Tiendas Wang;Marco;Sur;Ringo;85203;31;Accesorios;01/07/2015;2748,483871;Bajo
Cajamarca;Peru;Tiendas Wang;Marco;Sur;Ringo;248288;17;Accesorios;01/07/2015;14605,17647;Alta
Cajamarca;Peru;Grupo Central;Victor;Norte;John;185106;29;Accesorios;01/07/2015;6382,965517;Media
Piura;Peru;Minera Hatun Exitokuna;Nora;Sur;John;98751;35;Accesorios;01/07/2015;2821,457143;Bajo
Piura;Peru;Minera Hatun Exitokuna;Nora;Sur;John;182420;38;Accesorios;01/07/2015;4800,526316;Media
Piura;Peru;Banco Egipcio Nacional;Maria;Norte;Paul;125495;18;Accesorios;01/07/2015;6971,944444;Media
Piura;Peru;Banco Egipcio Nacional;Maria;Norte;Paul;126327;40;Accesorios;01/07/2015;3158,175;Media
Piura;Peru;Banco Egipcio Nacional;Maria;Norte;Paul;86725;39;Accesorios;01/07/2015;2223,717949;Bajo
Piura;Peru;Servicios Generales;Maria;Norte;George;113258;17;Electrodomesticos;30/07/2015;6662,235294;Media
Piura;Peru;Banco Egipcio Nacional;Javier;Norte;Ringo;103229;34;Juguetes;01/07/2015;3036,147059;Media
Piura;Peru;CROSLAND LOGISTICA;Nora;Sur;Ringo;75000;34;Accesorios;31/07/2015;2205,882353;Bajo
Piura;Peru;Ferrocarriles Centrales;Nora;Sur;John;171136;28;Accesorios;01/07/2015;6112;Media
Piura;Peru;Minera de Cobre Supremo;Victor;Norte;John;82065;37;Accesorios;03/07/2015;2217,972973;Bajo
Piura;Peru;Americana de Contactos;Victor;Norte;George;153126;32;Juguetes;24/07/2015;4785,1875;Media
Piura;Peru;Tiendas Wang;Marco;Sur;Ringo;231400;34;Accesorios;01/07/2015;6805,882353;Alta
Piura;Peru;Tiendas Wang;Marco;Sur;Ringo;224684;38;Accesorios;01/07/2015;5912,736842;Alta
Piura;Peru;Banco Egipcio Nacional;Maria;Norte;Paul;219831;28;Accesorios;01/07/2015;7851,107143;Alta
Piura;Peru;Banco Egipcio Nacional;Maria;Norte;Paul;66563;17;Electrodomesticos;01/07/2015;3915,470588;Bajo
Piura;Peru;Banco Egipcio Nacional;Maria;Norte;Paul;235887;33;Electrodomesticos;01/07/2015;7148,090909;Alta
Piura;Peru;Minera Hatun Exitokuna;Marco;Sur;Ringo;150988;27;Electrodomesticos;31/07/2015;5592,148148;Media
Piura;Peru;SIERRA MACHINES S.A.C.;Marco;Sur;Ringo;200255;28;Calzado;30/07/2015;7151,964286;Alta
Piura;Peru;Ferrocarriles Centrales;Nora;Sur;John;118900;22;Accesorios;01/07/2015;5404,545455;Media
Piura;Peru;Americana de Contactos;Victor;Norte;George;71730;36;Accesorios;24/07/2015;1992,5;Bajo
Piura;Peru;Minera Hatun Exitokuna;Nora;Sur;John;104555;27;Accesorios;01/07/2015;3872,407407;Media
Piura;Peru;Banco Egipcio Nacional;Maria;Norte;Paul;75775;20;Calzado;01/07/2015;3788,75;Bajo
Piura;Peru;Banco Egipcio Nacional;Javier;Norte;Paul;140675;22;Accesorios;01/07/2015;6394,318182;Media
Piura;Peru;Unique, S.A.;Maria;Norte;Ringo;208659;28;Viajes;03/07/2015;7452,107143;Alta
Piura;Peru;San Martin Inc;Maria;Norte;Ringo;106754;38;Electrodomesticos;01/07/2015;2809,315789;Media
Piura;Peru;Tiendas Wang;Marco;Sur;Ringo;245753;35;Accesorios;01/07/2015;7021,514286;Alta
Piura;Peru;CLINICA INTERNACIONAL S.A.;Victor;Norte;John;245158;24;Accesorios;01/07/2015;10214,91667;Alta
Piura;Peru;Minera Hatun Exitokuna;Nora;Sur;John;53581;29;Calzado;01/07/2015;1847,62069;Bajo
Piura;Peru;Minera Hatun Exitokuna;Nora;Sur;John;221642;33;Accesorios;01/07/2015;6716,424242;Alta
Piura;Peru;Hoteles Corp;Maria;Norte;Ringo;104596;16;Juguetes;17/07/2015;6537,25;Media
Piura;Peru;Hoteles Corp;Maria;Norte;Ringo;151243;18;Juguetes;17/07/2015;8402,388889;Media
Piura;Peru;Unique, S.A.;Maria;Norte;Ringo;234289;31;Viajes;13/07/2015;7557,709677;Alta
Piura;Peru;Ferrocarriles Centrales;Victor;Norte;John;206768;25;Viajes;01/07/2015;8270,72;Alta
Piura;Peru;SIERRA MACHINES S.A.C.;Marco;Sur;Ringo;174640;39;Juguetes;30/07/2015;4477,948718;Media
Piura;Peru;INMOBILIARI S.A.;Nora;Sur;Ringo;141749;37;Calzado;05/07/2015;3831,054054;Media
Piura;Peru;IFH Peru LTD;Victor;Norte;Ringo;228711;22;Juguetes;01/07/2015;10395,95455;Alta
Piura;Peru;Ferrocarriles Centrales;Nora;Sur;Ringo;60934;31;Accesorios;01/07/2015;1965,612903;Bajo
Piura;Peru;Tiendas Wang;Marco;Sur;Ringo;128909;29;Electrodomesticos;01/07/2015;4445,137931;Media
Piura;Peru;Tiendas Wang;Marco;Sur;Ringo;202750;38;Electrodomesticos;01/07/2015;5335,526316;Alta
Piura;Peru;Banco Egipcio Nacional;Maria;Norte;Paul;229554;35;Electrodomesticos;01/07/2015;6558,685714;Alta
Piura;Peru;Periodicos Nuevos;Nora;Sur;John;153522;23;Juguetes;08/07/2015;6674,869565;Media
Lima;Peru;Tractores Unidos;Jose;Sur;John;64470;33;Accesorios;01/06/2016;1953,636364;Bajo
Lima;Peru;Transportes CPGQ;Jose;Sur;Ringo;103417;23;Juguetes;01/06/2016;4496,391304;Media
Trujillo;Peru;Tractores Unidos;Jose;Sur;John;246778;25;Accesorios;01/06/2016;9871,12;Alta
Trujillo;Peru;Tractores Unidos;Jose;Sur;John;97611;32;Accesorios;01/06/2016;3050,34375;Bajo
Huancayo;Peru;Tractores Unidos;Jose;Sur;John;87307;34;Accesorios;01/06/2016;2567,852941;Bajo
Huancayo;Peru;Americana de Contactos;Victor;Norte;Ringo;198264;29;Electrodomesticos;30/06/2016;6836,689655;Media
Loreto;Peru;Transportes CPGQ;Jose;Sur;Ringo;223252;28;Accesorios;01/06/2016;7973,285714;Alta
Loreto;Peru;Ferrocarriles Centrales;Victor;Norte;John;67981;29;Electrodomesticos;30/06/2016;2344,172414;Bajo
Loreto;Peru;Tractores Unidos;Jose;Sur;John;190313;39;Accesorios;01/06/2016;4879,820513;Media
Loreto;Peru;IFH Peru LTD;Victor;Norte;Ringo;86941;38;Viajes;23/06/2016;2287,921053;Bajo
Loreto;Peru;Transportes CPGQ;Jose;Sur;Ringo;212428;24;Juguetes;01/06/2016;8851,166667;Alta
Loreto;Peru;Transportes CPGQ;Jose;Sur;Ringo;117311;32;Accesorios;01/06/2016;3665,96875;Media
Loreto;Peru;FORZA S.A.;Jose;Sur;Ringo;110235;21;Accesorios;01/06/2016;5249,285714;Media
Loreto;Peru;Transportes CPGQ;Jose;Sur;Ringo;69039;34;Accesorios;01/06/2016;2030,558824;Bajo
Loreto;Peru;Transportes CPGQ;Jose;Sur;Ringo;232708;35;Electrodomesticos;01/06/2016;6648,8;Alta
Loreto;Peru;Banco Interno;Victor;Norte;Ringo;92420;29;Viajes;08/06/2016;3186,896552;Bajo
Loreto;Peru;Transportes CPGQ;Jose;Sur;Ringo;232480;42;Accesorios;01/06/2016;5535,238095;Alta
Arequipa;Peru;CLINICA INTERNACIONAL S.A.;Victor;Norte;John;220375;34;Accesorios;30/06/2016;6481,617647;Alta
Arequipa;Peru;Tractores Unidos;Jose;Sur;John;230137;20;Juguetes;01/06/2016;11506,85;Alta
Arequipa;Peru;Transportes CPGQ;Jose;Sur;Ringo;79736;27;Calzado;01/06/2016;2953,185185;Bajo
Arequipa;Peru;Ferrocarriles Centrales;Victor;Norte;John;240803;18;Electrodomesticos;30/06/2016;13377,94444;Alta
Arequipa;Peru;Banco Inca;Victor;Norte;Ringo;109108;19;Electrodomesticos;09/06/2016;5742,526316;Media
Arequipa;Peru;Tractores Unidos;Jose;Sur;John;137267;40;Accesorios;01/06/2016;3431,675;Media
Arequipa;Peru;Transportes CPGQ;Jose;Sur;Ringo;84325;21;Juguetes;01/06/2016;4015,47619;Bajo
Arequipa;Peru;Unique, S.A.;Victor;Norte;Ringo;179250;23;Viajes;15/06/2016;7793,478261;Media
Arequipa;Peru;Tractores Unidos;Jose;Sur;John;151335;16;Electrodomesticos;01/06/2016;9458,4375;Media
Arequipa;Peru;Tractores Unidos;Jose;Sur;John;53918;32;Calzado;01/06/2016;1684,9375;Bajo
Arequipa;Peru;Transportes CPGQ;Jose;Sur;Ringo;230011;39;Accesorios;01/06/2016;5897,717949;Alta
Arequipa;Peru;Tractores Unidos;Jose;Sur;John;93244;33;Accesorios;01/06/2016;2825,575758;Bajo
Arequipa;Peru;Tractores Unidos;Jose;Sur;John;207045;24;Juguetes;01/06/2016;8626,875;Alta
Arequipa;Peru;Transportes CPGQ;Jose;Sur;Ringo;229982;42;Juguetes;01/06/2016;5475,761905;Alta
Arequipa;Peru;Transportes CPGQ;Jose;Sur;Ringo;91418;26;Accesorios;01/06/2016;3516,076923;Bajo
Arequipa;Peru;Transportes CPGQ;Jose;Sur;Ringo;109295;25;Accesorios;01/06/2016;4371,8;Media
Arequipa;Peru;Transportes CPGQ;Jose;Sur;Ringo;175214;34;Electrodomesticos;01/06/2016;5153,352941;Media
Arequipa;Peru;Transportes CPGQ;Jose;Sur;Ringo;227601;21;Accesorios;01/06/2016;10838,14286;Alta
Cusco;Peru;Tractores Unidos;Jose;Sur;John;152397;23;Juguetes;01/06/2016;6625,956522;Media
Cusco;Peru;Tractores Unidos;Jose;Sur;John;55680;38;Juguetes;01/06/2016;1465,263158;Bajo
Cusco;Peru;Transportes CPGQ;Jose;Sur;Ringo;59189;19;Accesorios;01/06/2016;3115,210526;Bajo
Cusco;Peru;FORZA S.A.;Jose;Sur;Ringo;209422;16;Accesorios;01/06/2016;13088,875;Alta
Cajamarca;Peru;Tractores Unidos;Jose;Sur;John;53978;19;Accesorios;01/06/2016;2840,947368;Bajo
Cajamarca;Peru;Transportes CPGQ;Jose;Sur;Ringo;197094;29;Accesorios;01/06/2016;6796,344828;Media
Cajamarca;Peru;Banco Inca;Victor;Norte;Ringo;154972;26;Electrodomesticos;30/06/2016;5960,461538;Media
Cajamarca;Peru;Transportes CPGQ;Jose;Sur;Ringo;124202;21;Juguetes;01/06/2016;5914,380952;Media
Cajamarca;Peru;Transportes CPGQ;Jose;Sur;Ringo;181232;30;Accesorios;01/06/2016;6041,066667;Media
Cajamarca;Peru;Transportes CPGQ;Jose;Sur;Ringo;101777;39;Accesorios;01/06/2016;2609,666667;Media
Cajamarca;Peru;FORZA S.A.;Jose;Sur;Ringo;180470;17;Electrodomesticos;01/06/2016;10615,88235;Media
Piura;Peru;CLINICA INTERNACIONAL S.A.;Victor;Norte;John;86311;18;Electrodomesticos;30/06/2016;4795,055556;Bajo
Piura;Peru;FORZA S.A.;Jose;Sur;Ringo;110468;27;Juguetes;01/06/2016;4091,407407;Media
Piura;Peru;Transportes CPGQ;Jose;Sur;Ringo;131273;40;Accesorios;01/06/2016;3281,825;Media
Piura;Peru;Tractores Unidos;Jose;Sur;John;106806;24;Juguetes;01/06/2016;4450,25;Media
Piura;Peru;FORZA S.A.;Jose;Sur;Ringo;68692;22;Juguetes;01/06/2016;3122,363636;Bajo
Piura;Peru;Transportes CPGQ;Jose;Sur;Ringo;90565;15;Accesorios;01/06/2016;6037,666667;Bajo
Lima;Peru;Operadores de Gas;Jose;Sur;John;79294;30;Calzado;01/03/2016;2643,133333;Bajo
Trujillo;Peru;Seguros Positivos;Nora;Sur;Ringo;97248;38;Electrodomesticos;01/03/2016;2559,157895;Bajo
Huancayo;Peru;Seguros Positivos;Nora;Sur;Ringo;70958;31;Accesorios;01/03/2016;2288,967742;Bajo
Huancayo;Peru;Operadores de Gas;Nora;Sur;John;215277;20;Juguetes;01/03/2016;10763,85;Alta
Huancayo;Peru;Operadores de Gas;Jose;Sur;John;169193;16;Accesorios;01/03/2016;10574,5625;Media
Huancayo;Peru;Operadores de Gas;Jose;Sur;John;62746;37;Electrodomesticos;01/03/2016;1695,837838;Bajo
Huancayo;Peru;CORPORACION LINDLEY S.A.;Nora;Sur;Ringo;194776;36;Accesorios;25/03/2016;5410,444444;Media
Loreto;Peru;IFH Peru LTD;Maria;Norte;Ringo;241332;21;Calzado;31/03/2016;11492;Alta
Loreto;Peru;Operadores de Gas;Nora;Sur;John;173389;19;Accesorios;01/03/2016;9125,736842;Media
Loreto;Peru;Operadores de Gas;Jose;Sur;John;166055;40;Accesorios;01/03/2016;4151,375;Media
Loreto;Peru;CINEPLEX S.A;Victor;Norte;Ringo;220860;34;Viajes;23/03/2016;6495,882353;Alta
Loreto;Peru;Seguros Positivos;Nora;Sur;Ringo;96982;38;Juguetes;01/03/2016;2552,157895;Bajo
Loreto;Peru;Operadores de Gas;Nora;Sur;John;94899;26;Juguetes;01/03/2016;3649,961538;Bajo
Loreto;Peru;Ferrocarriles Centrales;Nora;Sur;Paul;238589;24;Accesorios;01/03/2016;9941,208333;Alta
Loreto;Peru;Operadores de Gas;Jose;Sur;John;212535;23;Accesorios;01/03/2016;9240,652174;Alta
Loreto;Peru;CLINICA INTERNACIONAL S.A.;Victor;Norte;George;194809;34;Electrodomesticos;18/03/2016;5729,676471;Media
Loreto;Peru;CLINICA INTERNACIONAL S.A.;Victor;Norte;George;116025;24;Juguetes;18/03/2016;4834,375;Media
Arequipa;Peru;Operadores de Gas;Jose;Sur;John;68283;29;Accesorios;01/03/2016;2354,586207;Bajo
Arequipa;Peru;Seguros Positivos;Nora;Sur;Ringo;93983;29;Electrodomesticos;01/03/2016;3240,793103;Bajo
Arequipa;Peru;Seguros Positivos;Nora;Sur;Ringo;203876;34;Accesorios;01/03/2016;5996,352941;Alta
Arequipa;Peru;Operadores de Gas;Jose;Sur;John;247015;26;Accesorios;01/03/2016;9500,576923;Alta
Arequipa;Peru;Operadores de Gas;Nora;Sur;John;199925;42;Accesorios;01/03/2016;4760,119048;Media
Arequipa;Peru;Seguros Positivos;Nora;Sur;Ringo;75539;27;Accesorios;01/03/2016;2797,740741;Bajo
Arequipa;Peru;Sodimac Peru, S.A.;Victor;Norte;Ringo;172613;32;Calzado;25/03/2016;5394,15625;Media
Arequipa;Peru;Operadores de Gas;Jose;Sur;John;135082;26;Accesorios;01/03/2016;5195,461538;Media
Arequipa;Peru;Operadores de Gas;Jose;Sur;John;225533;34;Electrodomesticos;01/03/2016;6633,323529;Alta
Arequipa;Peru;Seguros Positivos;Nora;Sur;Ringo;143814;22;Calzado;01/03/2016;6537;Media
Arequipa;Peru;SCOTIABANK PERU;Victor;Norte;Ringo;234590;35;Electrodomesticos;31/03/2016;6702,571429;Alta
Arequipa;Peru;Operadores de Gas;Jose;Sur;John;214800;41;Electrodomesticos;01/03/2016;5239,02439;Alta
Arequipa;Peru;Ferrocarriles Centrales;Nora;Sur;Paul;219704;35;Electrodomesticos;01/03/2016;6277,257143;Alta
Arequipa;Peru;Seguros Positivos;Nora;Sur;Ringo;158223;38;Accesorios;01/03/2016;4163,763158;Media
Arequipa;Peru;Operadores de Gas;Jose;Sur;John;114069;15;Calzado;01/03/2016;7604,6;Media
Cusco;Peru;Seguros Positivos;Nora;Sur;Ringo;174569;29;Accesorios;01/03/2016;6019,62069;Media
Cusco;Peru;Unique, S.A.;Victor;Norte;Ringo;87539;25;Calzado;31/03/2016;3501,56;Bajo
Cusco;Peru;Operadores de Gas;Jose;Sur;John;75445;18;Juguetes;01/03/2016;4191,388889;Bajo
Cusco;Peru;CLINICA INTERNACIONAL S.A.;Victor;Norte;George;56649;21;Accesorios;18/03/2016;2697,571429;Bajo
Cusco;Peru;LOS PORTALES S.A.;Jose;Sur;Ringo;221062;32;Juguetes;08/03/2016;6908,1875;Alta
Cusco;Peru;Operadores de Gas;Jose;Sur;John;82736;35;Juguetes;01/03/2016;2363,885714;Bajo
Cusco;Peru;Operadores de Gas;Nora;Sur;John;202292;42;Accesorios;01/03/2016;4816,47619;Alta
Cusco;Peru;Banco Inca;Victor;Norte;Ringo;58039;40;Viajes;16/03/2016;1450,975;Bajo
Cusco;Peru;Banco Egipcio Nacional;Maria;Norte;Ringo;146216;24;Viajes;31/03/2016;6092,333333;Media
Cajamarca;Peru;LOS PORTALES S.A.;Jose;Sur;Ringo;195024;19;Juguetes;08/03/2016;10264,42105;Media
Cajamarca;Peru;Seguros Positivos;Nora;Sur;Ringo;59374;24;Accesorios;01/03/2016;2473,916667;Bajo
Cajamarca;Peru;Seguros Positivos;Nora;Sur;Ringo;243567;20;Juguetes;01/03/2016;12178,35;Alta
Cajamarca;Peru;TELCO Internacional;Victor;Norte;Ringo;178289;30;Viajes;25/03/2016;5942,966667;Media
Piura;Peru;IFH Peru LTD;Victor;Norte;Ringo;82993;29;Viajes;25/03/2016;2861,827586;Bajo
Piura;Peru;Operadores de Gas;Jose;Sur;John;195651;35;Calzado;01/03/2016;5590,028571;Media
Piura;Peru;Seguros Positivos;Nora;Sur;Ringo;89550;29;Accesorios;01/03/2016;3087,931034;Bajo
